Date,Vertical,Author,Headline,Description
"JAN 01 2017, 22:03 IST",Business,"Umesh M Avvannavar, Jan 02, 2017, DHNS,",HealthEminds aims at 2K online therapy sessions each month,"At her multi-speciality clinic in Whitefield, Bengaluru, Dr Sunita Maheshwari noticed that the counsellors there are not that busy, as they should be, given the high incidence of depression and stress in India.

According to a World Health Organisation (WHO) study, India is home to the largest number of depressed individuals. The WHO World Mental Health Survey 2010, also lists suicide as the third largest cause of death among the age group of 15–35-years. India accounts for 32% of the world’s suicides.

With domain expertise in the use of technology in healthcare, and her experience in teleradiology solutions that she and her husband Dr Arjun Kalyanpur founded, there came the idea of tele-counselling to help patients with mental health needs.

Both Dr Sunita and Ankita Puri co-founded Bengaluru-based HealthEminds, which is a telemedicine venture working in the field of psychology towards building an ecosystem of mental wellbeing by way of offering counselling services. The startup provides video counselling while keeping the identity of the caller anonymous. It charges anywhere between Rs 500 and Rs 1,000 per session depending on the professional. It aims to do at least 2,000 online therapy sessions each month on the platform.

 “We are spreading awareness about various mental health concerns and issues using technology. We are a tele-counselling service where patients can access counsellors for their mental health issues from the privacy of their home,” HealthEminds Head of Counselling Aruna Arumugum told DH.

“We believe in a holistic approach and provide various types of psychiatry and counselling services which are integrated with a secure and confidential online technology platform. We have in-house counselling psychologists and associated consultants consisting of psychiatrists, psychologists, counsellors, life coaches, nutritionists, and alternative therapists spread across India and abroad,” Aruna added. HealthEminds works with 60 mental healthcare professionals nationally, and is targeting to increase this number to 200 by the end of the calendar year. Apart from self-funding by both — Dr Sunita and Dr Kalyanpur, the startup also received undisclosed funding from cricketer Robin Uthappa and Tennis player Arjun Goutham.

On challenges, Dr Sunita said, “The experience has been both challenging and rewarding. Challenging for two reasons: not everyone is open to the idea of counselling, and those who are not always open to the idea of online sessions and prefer face-to-face. However, it has been a rewarding experience again for two reasons: scaling access to counselling that has been a taboo culturally in India, and being among the first online tele-counselling ventures in India offering people a safe, secure and supportive solution to their mental health needs.”"
"JAN 01 2017, 10:19 IST",Entertainment,"New Delhi, Jan 1, 2016, PTI,",HC stops Shemaroo from selling or showing 'Teesri Kasam' film,"Media content house Shemaroo Entertainment and one of its top officials have been restrained by Delhi High Court from distributing, selling or broadcasting through any platform the famous 1966 Hindi film 'Teesri Kasam' starring Raj Kapoor and Waheeda Rehman.

Justice Rajiv Sahai Endlaw issued the direction to Shemaroo and its Joint Managing Director (JMD) on the plea of the son and daughter of the film's producer, Shankardas Kesarilal Shailendra, a reputed lyricist known for famous songs like 'Awaara Hoon', 'Mera Joota Hai Japani' and 'Gata Rahe Mera Dil'.

""The defendants no.1 and 2 (JMD and Shemaroo), till further orders, are restrained from making any further reproduction by distributing, selling, offering for sale, advertising through any media or platform the Hindi film 'Teesri Kasam' or substantial part thereof,"" the court said.

It also issued summons of suit and notice to defendants including some other heirs of Shailendra who had assigned their one-sixth share in the copyright of the film to Shemaroo, and listed the matter for hearing on January nine.

The order came on the plea by Amla Shailendra Mazumdar and Dinesh Kumar Shailendra, children of the lyricist, who have sought that Shemaroo and its JMD Atul Maru be stopped from distributing, selling, or broadcasting the film through any media or platform and they be restrained from assigning rights in the movie to any third party.

The two plaintiffs have also sought total damages of Rs 1,00,01,000 from Maru, Shemaroo and other three heirs, Gitanjali Shaily Shailendra, Riddhima Shaily Shailendra and Priyanka Shaily Shailendra who had entered into agreements with the media content house on October 8, 2012 and June 14, 2004 for assigning their one-sixth share in the copyright of the movie to it.

The suit also seeks an order declaring as null and void the two agreements.

Gitanjali is the wife of late Hemant Shaily Shailendra, the eldest of Shankar Shailendra's children, and Riddhima and Priyanka are their daughters.

According to the suit, prior to his death, Hemant used to get the royalties for the use of the film.

Amla Shailendra Mazumdar has claimed that she came to know about the violation of her copyright in the film when she saw that the movie was being offered as in-flight entertainment on an Emirates flight.

When she contacted the Dubai-based airline, it said it had got the right to show the film from Shemaroo which, according to the suit, has uploaded the entire movie on YouTube and also sells its DVDs on Flipkart."
"JAN 01 2017, 10:39 IST",Entertainment,"Mumbai, Jan 1, 2017, PTI,",SRK shares first look of Aishwaryaa Dhanush's next film,"Superstar Shah Rukh Khan shared the first look of filmmaker Aishwaryaa Rajinikanth Dhanush's next Tamil directorial, a biopic on Indian Paralympic high jumper Mariyappan Thangavelu.

Titled ""Mariyappan"", the film will chronicle the life of the 21-year-old high jumper from Salem district in Tamil Nadu.

He represented India in the 2016 Summer Paralympic games held in Rio de Janeiro in the men's high jump T-42 category, winning the gold medal in the finals.

Shah Rukh, 51, unveiled the first poster of the biopic on Twitter, in which the athlete can be seen standing with a medal in his hand.

""Here's presenting the first look of the biopic on #MariyappanThangavelu, our very own national hero, all the best Aishwaryaa Dhanush,"" SRK wrote.

To which Aishwaryaa replied, ""Thank you so much! A very happy new year to you and the family."""
"JAN 01 2017, 14:01 IST",Entertainment,"Mumbai, Jan 1, 2016, PTI,","From Big B to SRK, B-town celebs wish happy new year to fans","With the hope that 2017 will be prosperous and peaceful, several Bollywood stars including Amitabh Bachchan, Shah Rukh Khan, Ajay Devgn, Deepika Padukone and Priyanka Chopra wished their fans a very happy new year.

Taking to Twitter, the stars also gave some advices to make 2017 a better year.

Bachchan wrote, ""New Year wishes for happiness always in 2017 !! Love to all.""

""What ever it is you 0stopped from doing last yr. Do it in 2017. Love, Family, Job whatever. If it scares you do it more & you will b happier. HNY 2 all,"" Shah Rukh tweeted.

Johar wrote, ""You're ego should be flexible...Your self respect intact...The only advice I have to offer for 2017! Make it count without a discount....""

""I LOVE you guys! Happy New Year and see you in the new year!"" Deepika tweeted
Akshay wrote, ""Here's wishing you all a fruitful and Jolly New Year!""

""A toast to 2017, may this be your year,""  posted Ajay.

Priyanka, who had an amazing 2016, said the best is yet to come.

""The best is yet to come. #HappyNewYear BEACHES! #BeBaywatch,"" she tweeted.

Anushka Sharma tweeted,""Happy 2017 you guys !""

Shraddha wrote, ""Happy New Year jaannuusssss! Have an amazing, amazing one""

Emraan Hashmi posted, ""New year resolutions : no dumb resolutions. Just gonna try and burn the calories I drank last night. Happy new year people!!""

""This is the beginning of anything you want ! Happy new year everyone love n respect, cheers #2017,"" Sidharth Malhotra said.

Shilpa Shetty Kundra tweeted, ""HAPPY 2017 to u all ,a great NEW YEAR filled with loads of happiness and love.""

Twinkle Khanna wrote, ""The last sunset of 2016 and I will begin the new year with Miss Peregrine's home for peculiar children #bookwormheaven #Happynewyear"".

Boman Irani posted, ""Have a wonderful night folks. Do party, dance. Drink, But then don't drive. Had to say it. #HAPPYNEWYEAR""

""New Day, New Year, New Begining... Wishing you all glory & happiness. #Happy2017,"" tweeted Riteish Deshmukh.

Anupam Kher,""Happy New year to you all. May all your dreams come true.""

Sushant Singh Rajput tweeted, ""They say we are the stories that we tell ourselves. Well if that is what it is, let's make #2017 one of the highlights of it. #HAPPYNEWYEAR""."
"JAN 01 2017, 14:16 IST",Entertainment,"Mumbai, Jan 1, 2017, PTI,",Can't say no to Sanjay Leela Bhansali: Priyanka Chopra,"Reports of Priyanka Chopra doing Sanjay Leela Bhansali's film on legendary poet Sahir Ludhianvi are doing the rounds, but the actress says she has not yet signed any Bollywood project.

The 34-year-old star, however said she can not say no to Bhansali if he asks her to be a part of his film.

""I haven't decided any film yet. (But) Sanjay sir is someone I can't say no to. He knows my pulse, he knows what I will like to do. Every time we meet we look for things to do together. And hopefully, we will combine something. But I haven't zeroed in on any film yet,"" Priyanka told PTI.

When asked if she was offered the film, the actress said, ""I don't like to talk about films that have been offered to me as then the list is long.""

Priyanka, during her stay in India has been a lot reading scripts and will be finalising her next Hindi films.

""In New York and India, I have been hearing lot of filmmakers since two three months. I have heard lot of amazing scripts. I have four months in the year in which I can do two films. I am in the process of finalising them...Will finalise it by January,"" she said.

Priyanka's last Bollywood film was Prakash Jha's ""Jai Gangaajal"" in which she played a tough cop.

She says she is looking forward to the release of her Hollywood debut film ""Baywatch"", which is slated to open in May."
"JAN 01 2017, 22:06 IST",Business,"Ajay Gupta, Jan 02, 2017,",Home loan default: tips to avoid pain,"The home loan financier and the customer have a symbiotic relationship. In the socio-economic backdrop of Indian society, it needs no reiteration how significant is the decision to purchase a house. The lender’s role is pivotal as it provides the buyer with the necessary bandwidth to choose her or his dream property.

However, make no mistake, the customer is equally pivotal to the housing finance lender: after all the operational robustness of the housing finance company is directly proportional to a healthy EMI recovery module.

In most cases, the process concludes smoothly as customer dutifully pays EMIs each month. In some cases, however, EMI is not paid on the due date or not paid at all, leading to a payment default. Typically, EMI defaults are temporary in nature. Payment defaults can occur on account of several unavoidable circumstances such as loss of steady income or a sudden additional expenditure or prolonged sickness that lead to financial distress. In rare instances, default may also occur due to untimely death of an individual. 

Financial institutions diligently monitor all the portfolios for any unusual triggers. Once the default occurs, the monitoring team flags the account to collection department, depending on their policies, the banks either make a call immediately or wait till the next month.

While not much can be done in case of rare cases, the temporary default can be managed by taking the following immediate measures: 

 First of all, inform the home finance company about the default. Usually these are amicable in nature, therefore, reach out to them and discuss your problem. This will result in a solution that is acceptable to you as well as the financier.

 Do not avoid contact with lenders. Not taking or responding to calls from the company leads to a feeling of mistrust, making the payment default appear intentional.

 Remember you owe the lender. As a customer, it is your moral and legal obligation to repay the loan with interest on the agreed time. Avoiding contact with them will only worsen the situation and create unnecessary mistrust issues which can ultimately lead to initiation of legal action by home finance company.

 Financial institutions are experienced in dealing with such situations and will try their best to resolve problems faced by genuine customers. If you approach lenders and convince them about your genuine problem, companies will usually be flexible in restructuring the loan and help you in re-initiating EMI payments.

 In the event you are unable to repay due to a protracted problem and the housing finance company (HFC) cannot resolve the issue and contemplates/launches follow-up action, you need to be aware that as a customer, you have certain rights.
Your rights as a customer

vis-à-vis the collections process:

 Make sure the company explains the repayment process in detail i.e. the amount, tenure, periodicity of the repayment, nature of dues, total overdues etc. In case of a default, all HFCs follow a defined process starting with reminding the customer of the default by sending a notice or by making personal visits.

 You can be contacted ordinarily at a place of your choice and in the absence of the specified place; the HFC can contact you at your residence or place of work.
 You have the right to ask for the identity card of the individual or the authority letter for representing the company. 

 HFC’s representatives can contact you between 7 am and 7 pm, unless you specify otherwise. In addition, your request to avoid calls at a particular time or place has to be honoured as far as possible. This is valid only if the company has been able to reach you and you have updated your contact details with the home financier.

 Ensure documentation of details such as time of visit, details of conversation.
 Inappropriate occasions such as bereavement in the family or other unfortunate occasions should be avoided for making calls/visits to collect dues provided the company or the relationship manager representing the company is aware of the unfortunate incident.

 Finally, since it is an obligation to repay the loan in time, timely and effective communication with the housing finance company helps in resolving issues quickly and amicably.

At the same time, be absolutely clear in understanding your rights as a customer. Financial institutions understand the customer’s emergencies and will work with you as long as you are transparent and upfront with them and do not default intentionally.

(The writer is Chief Risk Officer at PNB Housing Finance)"
"JAN 01 2017, 22:09 IST",Business,"Saravana Kumar, Jan 02, 2017,",Investment opportunities in 2017,"2016 would be remembered for many landmark events which would significantly alter future course of investments. We tend to look at medium to long term potential of any investment idea while investing and tend to differentiate from the short term noise which might be there at the very moment.

Technically, attractiveness of investment is combination of growth prospects, capital efficiency and valuations ascribed.

Current correction has two legs

One argument is that India is more dependent on cash (proportion of sales; expenditures fulfilled in cash is higher) and demonetisation would take a toll on these sales. Here, very high growth assumption underlying the high valuations is tested for near term. Secondly, as demonetisation would lead to disruption of the unorganised section, the organised section may see strong positive boost.

By very nature of these two forces, first has immediate impact, whereas, second has slightly back ended or at best has mid-term impact if not a long term one.

Equity investment being a long term product, actually such disruption is good to have to weed out the weak from the system. Such weeding leads to surviving players reemerging as stronger.

Many sectors would see shift from unorganised fragmented businesses to organised consolidated businesses capable of dealing with future technological shifts, disruptions in a better manner.

Meanwhile, investors would continue reassessing expectations of these businesses and few stocks may still see sharp corrections.

Consumption sector

India’s long term thesis is intact or in fact getting even more attractive due to the government’s moves towards ease of doing business and bringing best out of organised sectors of the economy.

We believe for 2017 that those sectors which have been punished extensively by market would provide better risk-reward potential.

The idea here is not to bank on the mean reversion of multiples but understanding the true worth of the business and bank on long term fundamentals of the sectors and stocks.

We follow bottom up based valuation methodology and have realised over time that the industry is not the final destiny of the stock; in fact one may find highly rewarding stocks in a sector which is undergoing through disruption.

India is undergoing through metamorphosis – the way Indians spend which is underlying of majority of sectors is changing. As analysts may put – Indians spending pattern is going through fundamental shift towards discretionary spending. Share of wallet of discretionary items is expanding at the cost of staples.

Services like education, entertainment, communication, which are aspirational in nature are occupying more space in the wallet. We believe these sectors would be best placed to create value not only in 2017 but for next few years. If we look at aviation traffic growth and premium bike sales, these numbers are a tip of the iceberg of what is underlying in real economy.

At the same time, bottom of the pyramid is transforming – media’s far flung reach in the nook and corners of the nation has created strong aspirational mindset in the minds of consumers. Those who are still consuming products from the unorganised section of the industry are asking for branded consumer products. Upcoming GST framework, where organised section is expected to benefit immensely (at the cost of tax-avoiding businesses), is expected to propel this shift towards organised section.
In areas where fragmentation is high — e.g. luggage industry, entry-level consumer goods, are likely to see sharp jump of market shares in favour of organised sectors. These sectors would provide fantastic investment opportunities in years to come.

Industrial and Banking and Financial sector:

Finally, the industrial and banking sector cannot remain aloof from this growth for long. Growing India requires strong backbone of the banking and financial industry.

Insurance domain is in nascent stages in our country. Now, post-demonetisation it would not be surprising if our well banked society opts for the insurance services and provides a good value generation opportunity for multiple years. Once current capacities on industrial side are occupied, new capex cycle would start paving way for further opportunities in capital goods. Infrastructure will get a boost going forward. The National Highway Authority of India was constructing 2.4-lane km per day before the present government came into the picture. The latest data from NHAI indicates that it is executing nearly 26-lane km/ day. Infrastructure and construction-related stocks may get better in coming days.

(The writer is CIO at LIC MF)"
"JAN 01 2017, 22:12 IST",Business,"Gautam Majumdar, Jan 02, 2017,",Why respecting debt makes sense,"Debt requires careful handling. It can reap dividends and alternatively can create havoc. The temptation to fall prey to raising loans is ever present as additional liquidity is always welcome.

How we manage debt determines our financial strength and mental peace. Without debt the economy would not prosper and development would not occur. But it is full of risk if debt management is defective and lacks planning.

The end use of debt has to be constructive for us to see its brighter side. Therefore the decision to raise debt should be well thought out. It should be for creating a productive asset. We need to ask ourselves whether we really need the loan. Will it create assets and generate funds for us or will it be a drain on our resources.

The questions we need to honestly answer would be:

 Is the loan really required? Is it for something worthwhile or just for pleasure or worse is it to increase/support the monthly income?

 Has my spending overshot the available resources, can I reduce my expenses, do I need to check any impulse buying?

 Do I need to control my expenses; am I following the 50:20:30 rule while using my resources? (50% towards essential expenses, 20% towards savings, 30% for lifestyle expenses). This is a financial thumb rule often suggested to keep a hold over individual’s expenses.

To appreciate the impact of expenses, I am inclined to quote Benjamin Franklin– ‘beware of little expenses; a small leak will sink a great ship.’ In case of a shift from practising the above rule where have I slipped? In case raising of debt becomes inevitable then ask.

What is my debt situation?

Is there scope for having another loan?

 How do I intend to repay it? (never borrow if you do not know how to repay it timely). Remember that servicing a loan would bring you face to face with the following probable situations:

 You would have to sacrifice some expenses to make the monthly loan instalment repayments, if you wish to remain within your budgeted expenses amount
 You would have to ensure that there is no slip in the monthly payments; you can postpone certain expenses but you cannot avoid loan repayments; you are asking for trouble if you do so The cost of the asset acquired would ultimately be much more with application of interest.

 The asset would continue to remain pledged/mortgaged till the loan is fully cleared.
 The asset except property, would depreciate over the period of the loan.
 If the loan is for holidays, consumption the debt would be unproductive. Education loans are also full of risks as the productive use is uncertain.
 You might have to face recovery agents in case there is default.

 In a worst case scenario you might have to face litigation and forfeiture of the asset if the loan amount remains unpaid.

 Improper conduct of a loan would mean an adverse credit score; without a proper credit score your credit profile would not qualify for any credit facility and in times to come, even availing of utility services make become difficult.

It is not that taking a loan would invariably turn out to be so scary, but undoubtedly the adverse prospects are possible, if we do not have a proper plan and a supporting budget to take care of the repayments. We need to respect debt as the downside of poor handling may damage our financial position. Debt for debt sake is never recommended. We are mortgaging our future income when we take loans for serving our present wants and aspirations. Financial prudence is the key to effective management of our finances.

It is not the intention to suggest that all debt is bad; it can never be as otherwise banks would fold up. Economy would not prosper and there would no growth but the debt availed should be for creation of productive assets. Go for it if you have the financial means and a backup plan in place.

I would like to conclude with the following quotes:

‘When you borrow a lot of money to create a false prosperity, you import the future into the present’ and ‘Leverage brings you a glimpse of prosperity you haven’t really earned’.

(The writer is a banking consultant)"
"JAN 01 2017, 22:15 IST",Business,"Ashwini Kumar Hooda, Jan 02, 2017,","Digitisation, a key enabler in disbursing home loans","Household shopping, festive gifting, daily odd jobs, or necessary arrangements for that trip you have been planning for months – try imagining going through any of these without the help of your smartphone or your laptop.

It would be fairly accurate to predict a majority of today’s population to find themselves at odds to complete any of these tasks without the advantages that digitisation brings along with it.

Banking and financial services too have reaped the benefits that digitisation has to offer. The lending space for instance, recognised multiple areas that could be bettered. Long, tedious processes, lack of transparency and flexibility are only a few of the reasons that one could blame for inferior customer experiences.

Longer work hours and the ever reducing window to close in on your perfect home meant that missing out on visiting the housing financier could set one back immeasurably. Digitisation has made it possible for one to sit back at home and get a home loan approved within the same day.   

If we go back, say, even by a decade or so, home loan seekers would have to make multiple trips to the lenders’ offices, starting from the initiation of the loan, and through the duration of loan management. Just the approval would take anything between 20 days and a month.

Pre-empting the needs of customers in the industry, home loans providers have made everything from the loan application, to the submission of documents, to the know-your-customer (KYC) process, to loan disbursal to the seller/ builder available online.

Companies can now eliminate large amounts of paperwork. Systems to help store documents automatically and allow centralised access to different departments add crucial effectiveness. It also greatly reduces the time taken for processes thereby improving customer convenience.

Convenience is amply complemented with transparency for consumers. With greater digital support, people have more access to information. Customers earlier unaware of processes are now privy to the entire system since every step can be brought online.

The mantra for the sector now is that it must innovate at the pace of its customers. To meet this, companies have introduced mobile applications that bring the entire gamut of their services to customers with regular updates and a more fluid loan management system.

Every major shift in ideology and execution needs a champion for the cause. In this case, efforts from both the government and financers have shown the way.

Technological advancements, be it the help from National Securities Depository (NSDL) for real-time permanent account number (PAN) verification and eKYC that has helped in faster authentications, or Unique Identification Authority of India (UIDAI) and the Centre for Development through Advanced Computing (C-DAC) for e-signing facility, and authentication using one-time password (OTP) has helped in cutting down paper and time.

While digitisation is making home loans easier and easier for customers, housing finance companies too can benefit with the creation of leaner organisational structures.

This would bring down the cost of loans for them. Computerised data collection provides better analysis of consumer behaviour, and in turn cross-selling services to customers.

Features like e-signature, which is part of the Sarfaesi Act (Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest Act), not only eases the customer load of processes but also provides a stronger base for loan recovery thus potentially reducing non-performing assets. The wave of digitisation has just begun and better, bigger and newer things are in works. Traditional methods will soon be replaced by digitised options only for them to be bettered by newer more efficient ways. It is an exciting time in the housing finance space.

In an industry where differentiation is key, the more customer convenience is increased, the better the company’s prospects. Digitisation thus, is the key to a sustainable future for the sector.

(The writer is Deputy Managing Director at Indiabulls Housing Finance)"
"JAN 01 2017, 23:25 IST",Opinion,"Jan 02, 2017, DHNS,","PM's speech, a huge letdown","There were huge expectations that Prime Minister Narendra Modi would announce the lifting of restrictions imposed on withdrawal of money from the banks and ATMs and that he would give an account of the entire exercise of demonetisation when he made a television address on new year’s eve. Instead, it was a big let down. Neither was there any report card on the 50 days of demonetisation nor was there any announcement relating to the ‘continuation of war’ on black money, such as taking on benami transactions or assets. There was no reference either to cleaning up political parties of unaccounted funds. Instead, Modi made announcements as though the finance minister was giving out sops in his budget speech in Parliament. Overall, he did not answer any question that have arisen since November 8 when he announced demonetisation. What comes at the end of such a traumatic exercise, he has not spelled out. How long will this last? There is no answer. When almost all sectors of the economy are suffering because of cash crunch, the PM made no mention of the revival of the economy, or the amount of money that has come back into the system after November 8. There was no word on how much black money and fake currency the government has unearthed.

While citizens who suffered during the last 50 days expected a sincere balance sheet in terms of neutralisation of so-called parallel economy, Modi talked in generalities without any data or empirical evidence. For instance, when he said the Rs 500 and Rs 1,000 notes were used less for legitimate transactions and more for “parallel economy”, the assertion should have been backed by data or a credible study. Likewise, to suggest that counterfeit currency, Maoist and terrorist activities have suffered a blow because of demonetisation cannot be a justification for such a mammoth burden inflicted on citizens and the economy by withdrawing currency to the extent of 86% in circulation.

No one would grudge the support to farmers, small businesses and the vulnerable sections of the society. In any case, it is the primary duty of any government to let these sections have the first charge on the national resources. While the interest subvention for farmers and those seeking loans for low cost and affordable homes would help these sections, there is no relationship of such measures with the note ban. The best course would have been to announce these schemes in the Budget which is just a month away. These sops, coming just before the likely announcement any time of the upcoming elections in key states, including Uttar Pradesh, is unethical."
"JAN 01 2017, 23:30 IST",Opinion,"Anindita Majumdar, Jan 02, 2017,",Fuelling change via social media activism,"It is not without reason that we are unable to discount the importance of the court of public opinion in contemporary life. This is especially true since this court now operates from multiple fora: news media, television and of course social media and social networking sites.

The intensity with which public opinion is aired and decimated through trolls and other forms of abuse and opinion-making is testimony to how we now live in the age of unreason. Multiple opinions may be aired, but are not tolerated, making discussion and debate a truly haloed practice.

But what is more important in these times of social media opinion courts, is the emerging social activism which has gone from the street to the web.

One of the most intense public demonstrations emerged from social media in December 2012 in the wake of the Delhi rape of the young trainee-physiotherapist Jyoti. The public anger garnered on the web led to an outcry on the streets becoming one of the most iconic spontaneous fights for gender-based social justice in India.

Many suggested that such a protest was the ripple effect of the Arab Spring which began in Tunisia and extended to Egypt, and also to the Occupy Wall Street protests in New York, all of which had emerged from aggressive social media activism.

The power of social media forcing a public opinion has taken different forms. Recently, during the intense fight to protect indigenous rights over land in Dakota, which was threatened with the building of a pipeline, social media activism became an important tool to get attention and support for the rights of native American Indians.

Eventually, the pipeline was cancelled by the US Army with veterans from the US Army apologising for the atrocities committed against the American Indians over many centuries. This event was played over and over again on social media and consumed by many people across the globe.

This form of consumption and public activism becomes even more important within the processes of repeated sharing of posts, videos and news report-age that travels across space and time bringing people together on shared goals and aspirations.

In the crisis of war and death that has affected Syria’s Aleppo, culminating in international media beaming through the video the plight of the five year old boy who injured and in shock—social media was alive with anxiety. That didn’t stop the war, but got the residents of Aleppo attention.

Recently, desperation and an escalation in violence led to the residents posting farewell videos on Facebook, almost screaming for help to an otherwise disenchanted remote world. Has social media displaced the real world desire to fight protest and scream? Or has social media become an active precipitator to new forms of social activism?

Many would note that the fickleness of social media activism is nothing compared to the kind of effort, time and sacrifice that goes into long-running street activism. Sharing points of dissonance and activism from the comfort of your home and in front of the computer hardly qualifies as activism in the real sense.

The history of social movements in India is testimony to the form of institutionalised torture that people have undergone to seek justice and rights. And frankly, the street protest is not gone. It exists and thrives today with even greater force.

Then what does social media do? What do we fulfil by sharing stories, news of protests or acti-vism? Most importantly, can we discount the effect of social media on activism on the streets?

Rebellion and protest

Social media began with and continues to be a space for the young and restless — perfect ingredients for rebellion and protest. Of interest will be the changes that have followed from the kind of revolt-rebellion that were part of the 1960-70s to present day social unrest. For instance, university activism today remains in essence the same but involves mass mobilisation through social media networks.

Much has been written about the influence of social networks and social media, but as we begin to become nostalgic of things that may only be a decade-old, the millenials are remaking the old into the new.

In that sense, social media is more inclusive encompassing all those who seek to be part of a movement without asking for them to participate in more public protests. That may not necessarily be an easy way out, but instead encourages people to participate and voice their involvement. ‘Armchair activism’ is not a derogatory term anymore.

The mode of rebelling has changed as we change our ways of social engagement. Whether this is in anyway superior or inferior to the old mode of ‘doing revolution’ is debatable—but the fact that social media activism fuels change and conversations cannot be discounted. This is beyond just mobilisation, but truly involves public opinion at varied levels of conversation.

(The writer is Assistant Professor, School of Liberal Arts, Indian Institute of Technology-Hyderabad)"
"JAN 01 2017, 00:29 IST",State,"Mangaluru, Jan 1, 2017, dhns:,",Coastal Digest humble Maestros to lift MPL trophy,"Costal Digest team lifted the Mangalore Premier League (MPL) Cricket Trophy by a narrow margin of six wickets against Maestro Titan team. The Ritesh Bhatkal-led Coastal Digest clinched the Mangalore Premier League-2016 title after humbling Maestro Titans in an almost one-sided encounter.

In the final match of the tournament held under floodlights at Dr B R Ambedkar Stadium in Panambur, Mangaluru on Friday, Maestro Titans won the toss and elected to bat first. In the very first over of the innings Mukka Express Arif dismissed two promising batsmen Rohan Kadam for nil and Vishwanathan for 4 when the total score was 8 on the board.

The total score of the Maestro Titans was 119 in 17.5 overs. Coastal opener Mohammed Taha began his innings in a grand manner by smashing powerful boundaries. However, he was clean bowled by Rajath when the score on the board was 17. Sathya Swaroop and all-rounder Aditya Somanna’s fall of wickets gave a big blow to Coastal. 

However, opener Rishab G M’s sensible victory knock along with Ritesh Bhatkal, who scored a utilitarian 37 runs, ensured the team registered a six wicket win over Maestro’s. Rishab remained unbeaten at 52 off 54 balls.

Akshaya Ballal received the Purple cap award for securing 16 wickets as a best bowler and orange cap as best batsman for securing 455 runs. He also received a Chevrolet car for being adjudged the Man of the series award. Rithesh Bhatkal was adjudged Man of the match. Adhoksh Hegde received the Saqco Kamal catch award as Best fielder. Team Karavali Warriors received the Fair play award.

The sponsors of the tournament Zakharia Jokatte of Almuzine and Imran of Realtec were present at the prize distribution ceremony.
Brief scores

Maestro Titans 119/all-out (17.5 over): Akshab Ballal 41; Lokesh 20; Sinan Abdul Khader 12, Abhilash 10, Arif Mukka 2-0-30-2, Vishwas H 4-0-17-3; Shreesha 2-0-14-1; Ritesh Bhatkal 4-0-25-1.

Coastaldigest.com 120/4 (18.3 overs): Rishab GM 52 (not out); Ritesh Bhatkal 37, Akshay Ballal 4-0-18-2; Rajath Hegde 2-0-14-1."
"JAN 01 2017, 00:30 IST",State,"Mangaluru: Jan 1, 2017, DHNS,","Collect dry, wet waste separately or lose payment, MCC tells firm","Mangaluru City Corporation Commissioner Mohammed Nazeer said that if Antony Waste Handling Pvt Ltd, the contract agency of the corporation for collecting and transporting all waste from the city, fails to collect dry and wet waste separately from all the 60 wards, then MCC will stop the payment.

Speaking at the MCC meeting here on Saturday, he said though MCC has initiated segregation of waste at source and its collection from November 1 as dry and wet, it has failed to pick up waste in all 60 wards in the city.  “Segregation of waste from source is still a problem in the city. MCC is planning to maintain bulk waste on its own rather than giving it to the Antony Waste Handling Pvt Ltd. The maintenance of bulk waste will help in generating income,” he said.

Earlier, members Mohammed, Premanand Shetty and Naveen D’Souza asked what programmes have been chalked out by the MCC for Swachh Sarvekshan survey in January. Though the survey committee has been constituted, no meetings have been convened so far, they charged.

There is a need to create awareness on cleanliness and sanitary issues at the ward level. “We are still lacking behind in our preparations,” the members said.

Environment engineer Madhu S Manohar said financial evaluation is being carried out for the proposal on the construction of e-toilets in Mangaluru.  In addition, 24 public toilets will be constructed, Manohar said.

When Shashidhar Hegde raised the issue of  foul smell emanating from dumpyard at Pacchanady has reached Yeyyadi, Shakthinagar, Kavoor and Kadri areas as well. “People are unable to bear the foul smell,” they charged.

The engineer said that a concrete road is being laid on the periphery of the compost plant at Pacchanady dump yard where, the chicken waste has been buried in a pit. As land is being excavated for laying the road, the chicken waste buried is resulting in the foul smell and it is temporary, he said.

The members also aired their grievances against Unique Waste Processing Company Ltd, the contract company of MCC, to manufacture city compost at the dumping yard. Mayor Harinath said 900 tonnes of manure is stocked at the site without any sale. The MCC is paying Rs 15 lakh to Rs 18 lakh per month to the company. The environment engineer said that after the MCC entered into an MoU with MCF for the sale of manure, the MCF has given an indent for 200 tonnes of manure.

Green cess
Member Vinayraj said there are 40 parks in MCC jurisdiction. However, there are only 18 persons to maintain the parks. Though the MCC has collected Rs 5.60 crore green cess from its citizens from 2005 to March 2016, the collected amount is not being used for expanding the greenery in the city. Instead, the amount is being diverted for other purposes. There is a need to take up plantation drive on medians, he said.

Commissioner Mohammed Nazeer said that Rs 3.78 crore collected under green cess has been transferred to other heads. “But I have directed the officials not to divert the green cess amount,” he said.

Feasibility report shortly
Nazeer said the KUIDFC will submit feasibility report on the proposed bus stand for private buses at Pumpwell, within 15 days. MCC has proposed to build a state-of-the-art bus stand on 7.21 acres of land at Pumpwell.  The feasibility report for the construction of markets at Kadri and Kankanady has been prepared by the KUIDFC and it will be placed before the Cabinet for approval shortly, he added.
DH News Service"
